Country,Region,ResidenceType,Year,PM25,HealthCategory,HealthImpactScore,lat,long
Honduras,Americas,Towns,2019,19.08,Sensitive groups,3,14.829080278153802,-86.61761478647557
Guatemala,Americas,Rural,2019,19.19,Sensitive groups,3,15.690119576851288,-90.36721211796791
Montenegro,Europe,Total,2019,19.3,Sensitive groups,3,42.7880033111823,19.238630666900214
Indonesia,South-East Asia,Total,2019,19.34,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Honduras,Americas,Urban,2019,19.42,Sensitive groups,3,14.829080278153802,-86.61761478647557
Zambia,Africa,Cities,2019,19.43,Sensitive groups,3,-13.455525493308903,27.808581875598183
Israel,Europe,Total,2019,19.47,Sensitive groups,3,31.432978642252852,34.99113819680126
Poland,Europe,Towns,2019,19.51,Sensitive groups,3,52.11183561214399,19.419706287902866
Chile,Americas,Towns,2019,19.57,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Israel,Europe,Urban,2019,19.65,Sensitive groups,3,31.432978642252852,34.99113819680126
Montenegro,Europe,Rural,2019,19.69,Sensitive groups,3,42.7880033111823,19.238630666900214
Honduras,Americas,Cities,2019,19.75,Sensitive groups,3,14.829080278153802,-86.61761478647557
South Africa,Africa,Total,2019,19.75,Sensitive groups,3,-28.974208514441116,25.193438224147595
Timor-Leste,South-East Asia,Rural,2019,19.79,Sensitive groups,3,-8.829321657923044,125.84510782838684
Cambodia,Western Pacific,Cities,2019,19.8,Sensitive groups,3,12.719494903029029,104.90533757185675
Djibouti,Eastern Mediterranean,Rural,2019,19.81,Sensitive groups,3,11.748306715529626,42.56007887989951
Philippines,Western Pacific,Rural,2019,19.82,Sensitive groups,3,11.72934323099065,122.9192800779608
Poland,Europe,Urban,2019,19.9,Sensitive groups,3,52.11183561214399,19.419706287902866
Indonesia,South-East Asia,Urban,2019,19.93,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Djibouti,Eastern Mediterranean,Total,2019,19.98,Sensitive groups,3,11.748306715529626,42.56007887989951
South Sudan,Africa,Rural,2019,20.11,Sensitive groups,3,7.3086969454213575,30.2513338314292
South Sudan,Africa,Total,2019,20.18,Sensitive groups,3,7.3086969454213575,30.2513338314292
Malawi,Africa,Urban,2019,20.18,Sensitive groups,3,-13.204425371177713,34.2828475261884
Poland,Europe,Cities,2019,20.36,Sensitive groups,3,52.11183561214399,19.419706287902866
Lesotho,Africa,Cities,2019,20.41,Sensitive groups,3,-29.5790637000742,28.228962109094883
El Salvador,Americas,Rural,2019,20.42,Sensitive groups,3,13.739863723829261,-88.87095706807965
Israel,Europe,Cities,2019,20.42,Sensitive groups,3,31.432978642252852,34.99113819680126
Guatemala,Americas,Towns,2019,20.45,Sensitive groups,3,15.690119576851288,-90.36721211796791
Timor-Leste,South-East Asia,Towns,2019,20.45,Sensitive groups,3,-8.829321657923044,125.84510782838684
Timor-Leste,South-East Asia,Total,2019,20.47,Sensitive groups,3,-8.829321657923044,125.84510782838684
Chile,Americas,Total,2019,20.49,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Lao People's Democratic Republic,Western Pacific,Rural,2019,20.54,Sensitive groups,3,18.4874182025194,103.77493440372464
South Sudan,Africa,Cities,2019,20.65,Sensitive groups,3,7.3086969454213575,30.2513338314292
Djibouti,Eastern Mediterranean,Urban,2019,20.72,Sensitive groups,3,11.748306715529626,42.56007887989951
Guatemala,Americas,Total,2019,20.75,Sensitive groups,3,15.690119576851288,-90.36721211796791
Malaysia,Western Pacific,Towns,2019,20.76,Sensitive groups,3,3.811140433067237,109.69934297070633
Malawi,Africa,Cities,2019,20.82,Sensitive groups,3,-13.204425371177713,34.2828475261884
Georgia,Europe,Urban,2019,20.85,Sensitive groups,3,42.172941984875564,43.52425602662823
Ethiopia,Africa,Rural,2019,20.87,Sensitive groups,3,8.614400650469033,39.60979228583622
Serbia,Europe,Rural,2019,20.87,Sensitive groups,3,44.211319830808264,20.806606289063094
Madagascar,Africa,Cities,2019,20.89,Sensitive groups,3,-19.31648369857136,46.742890054388134
Viet Nam,Western Pacific,Total,2019,20.89,Sensitive groups,3,16.54429751476791,106.34650781487963
Viet Nam,Western Pacific,Towns,2019,20.93,Sensitive groups,3,16.54429751476791,106.34650781487963
Sudan,Eastern Mediterranean,Rural,2019,21,Sensitive groups,3,15.967966109559557,29.90746524572068
Djibouti,Eastern Mediterranean,Cities,2019,21.04,Sensitive groups,3,11.748306715529626,42.56007887989951
Lao People's Democratic Republic,Western Pacific,Total,2019,21.15,Sensitive groups,3,18.4874182025194,103.77493440372464
Indonesia,South-East Asia,Cities,2019,21.29,Sensitive groups,3,-2.2640678135827765,117.17972980513929
South Sudan,Africa,Urban,2019,21.36,Sensitive groups,3,7.3086969454213575,30.2513338314292
Sudan,Eastern Mediterranean,Total,2019,21.43,Sensitive groups,3,15.967966109559557,29.90746524572068
Philippines,Western Pacific,Towns,2019,21.44,Sensitive groups,3,11.72934323099065,122.9192800779608
El Salvador,Americas,Towns,2019,21.51,Sensitive groups,3,13.739863723829261,-88.87095706807965
Malaysia,Western Pacific,Total,2019,21.52,Sensitive groups,3,3.811140433067237,109.69934297070633
Georgia,Europe,Cities,2019,21.66,Sensitive groups,3,42.172941984875564,43.52425602662823
South Africa,Africa,Urban,2019,21.69,Sensitive groups,3,-28.974208514441116,25.193438224147595
Algeria,Africa,Towns,2019,21.74,Sensitive groups,3,28.05599342211892,2.6311884137834727
Serbia,Europe,Total,2019,21.74,Sensitive groups,3,44.211319830808264,20.806606289063094
Timor-Leste,South-East Asia,Urban,2019,21.77,Sensitive groups,3,-8.829321657923044,125.84510782838684
Guatemala,Americas,Urban,2019,21.78,Sensitive groups,3,15.690119576851288,-90.36721211796791
Ethiopia,Africa,Total,2019,21.8,Sensitive groups,3,8.614400650469033,39.60979228583622
South Sudan,Africa,Towns,2019,21.87,Sensitive groups,3,7.3086969454213575,30.2513338314292
Serbia,Europe,Cities,2019,21.91,Sensitive groups,3,44.211319830808264,20.806606289063094
Republic of Korea,Western Pacific,Rural,2019,21.95,Sensitive groups,3,36.373367227329716,127.83477114816299
Viet Nam,Western Pacific,Urban,2019,22.12,Sensitive groups,3,16.54429751476791,106.34650781487963
El Salvador,Americas,Total,2019,22.15,Sensitive groups,3,13.739863723829261,-88.87095706807965
Chile,Americas,Urban,2019,22.16,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Ethiopia,Africa,Towns,2019,22.23,Sensitive groups,3,8.614400650469033,39.60979228583622
Sudan,Eastern Mediterranean,Towns,2019,22.24,Sensitive groups,3,15.967966109559557,29.90746524572068
Timor-Leste,South-East Asia,Cities,2019,22.26,Sensitive groups,3,-8.829321657923044,125.84510782838684
Serbia,Europe,Urban,2019,22.33,Sensitive groups,3,44.211319830808264,20.806606289063094
Algeria,Africa,Rural,2019,22.38,Sensitive groups,3,28.05599342211892,2.6311884137834727
Philippines,Western Pacific,Total,2019,22.45,Sensitive groups,3,11.72934323099065,122.9192800779608
Eritrea,Africa,Rural,2019,22.48,Sensitive groups,3,15.361124461746678,38.85727395225949
Chile,Americas,Cities,2019,22.63,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Serbia,Europe,Towns,2019,22.67,Sensitive groups,3,44.211319830808264,20.806606289063094
Algeria,Africa,Total,2019,22.68,Sensitive groups,3,28.05599342211892,2.6311884137834727
Eritrea,Africa,Total,2019,22.74,Sensitive groups,3,15.361124461746678,38.85727395225949
El Salvador,Americas,Urban,2019,22.76,Sensitive groups,3,13.739863723829261,-88.87095706807965
Gabon,Africa,Rural,2019,22.76,Sensitive groups,3,-0.5864465779017811,11.7887417210203
Lebanon,Eastern Mediterranean,Rural,2019,22.79,Sensitive groups,3,33.92159886822575,35.877695795640854
Algeria,Africa,Urban,2019,22.85,Sensitive groups,3,28.05599342211892,2.6311884137834727
Ethiopia,Africa,Urban,2019,22.94,Sensitive groups,3,8.614400650469033,39.60979228583622
Sri Lanka,South-East Asia,Towns,2019,22.95,Sensitive groups,3,7.611038184516178,80.70163201858917
Türkiye,Europe,Towns,2019,23.14,Sensitive groups,3,39.13701331043797,35.1728012164006
Sri Lanka,South-East Asia,Rural,2019,23.15,Sensitive groups,3,7.611038184516178,80.70163201858917
North Macedonia,Europe,Rural,2019,23.17,Sensitive groups,3,41.59519155835769,21.680595783449295
Türkiye,Europe,Rural,2019,23.22,Sensitive groups,3,39.13701331043797,35.1728012164006
Congo,Africa,Rural,2019,23.22,Sensitive groups,3,-0.836992413922509,15.221142337405276
Türkiye,Europe,Total,2019,23.25,Sensitive groups,3,39.13701331043797,35.1728012164006
Viet Nam,Western Pacific,Cities,2019,23.28,Sensitive groups,3,16.54429751476791,106.34650781487963
Türkiye,Europe,Urban,2019,23.28,Sensitive groups,3,39.13701331043797,35.1728012164006
Lao People's Democratic Republic,Western Pacific,Towns,2019,23.3,Sensitive groups,3,18.4874182025194,103.77493440372464
Guatemala,Americas,Cities,2019,23.31,Sensitive groups,3,15.690119576851288,-90.36721211796791
Türkiye,Europe,Cities,2019,23.34,Sensitive groups,3,39.13701331043797,35.1728012164006
Angola,Africa,Rural,2019,23.35,Sensitive groups,3,-12.270613926548416,17.5317833661526
Azerbaijan,Europe,Rural,2019,23.43,Sensitive groups,3,40.28666184095767,47.54784166502395
Sudan,Eastern Mediterranean,Urban,2019,23.46,Sensitive groups,3,15.967966109559557,29.90746524572068
Ethiopia,Africa,Cities,2019,23.5,Sensitive groups,3,8.614400650469033,39.60979228583622
Eritrea,Africa,Towns,2019,23.55,Sensitive groups,3,15.361124461746678,38.85727395225949
Kazakhstan,Europe,Rural,2019,23.7,Sensitive groups,3,48.36167091449599,67.24550262218885
Malaysia,Western Pacific,Urban,2019,23.74,Sensitive groups,3,3.811140433067237,109.69934297070633
Algeria,Africa,Cities,2019,23.75,Sensitive groups,3,28.05599342211892,2.6311884137834727
Lebanon,Eastern Mediterranean,Towns,2019,23.77,Sensitive groups,3,33.92159886822575,35.877695795640854
South Africa,Africa,Cities,2019,23.78,Sensitive groups,3,-28.974208514441116,25.193438224147595
North Macedonia,Europe,Towns,2019,23.79,Sensitive groups,3,41.59519155835769,21.680595783449295
El Salvador,Americas,Cities,2019,23.84,Sensitive groups,3,13.739863723829261,-88.87095706807965
Thailand,South-East Asia,Rural,2019,23.86,Sensitive groups,3,15.082584951953617,101.00064849829911
Sri Lanka,South-East Asia,Total,2019,23.88,Sensitive groups,3,7.611038184516178,80.70163201858917
Bosnia and Herzegovina,Europe,Rural,2019,23.9,Sensitive groups,3,44.171474332882234,17.77489156905741
Republic of Korea,Western Pacific,Total,2019,24.04,Sensitive groups,3,36.373367227329716,127.83477114816299
Eritrea,Africa,Urban,2019,24.04,Sensitive groups,3,15.361124461746678,38.85727395225949
Syrian Arab Republic,Eastern Mediterranean,Towns,2019,24.07,Sensitive groups,3,35.01677732587028,38.48446214064039
Thailand,South-East Asia,Towns,2019,24.13,Sensitive groups,3,15.082584951953617,101.00064849829911
Lao People's Democratic Republic,Western Pacific,Urban,2019,24.19,Sensitive groups,3,18.4874182025194,103.77493440372464
Philippines,Western Pacific,Urban,2019,24.2,Sensitive groups,3,11.72934323099065,122.9192800779608
Republic of Korea,Western Pacific,Cities,2019,24.22,Sensitive groups,3,36.373367227329716,127.83477114816299
Lebanon,Eastern Mediterranean,Total,2019,24.23,Sensitive groups,3,33.92159886822575,35.877695795640854
Azerbaijan,Europe,Towns,2019,24.25,Sensitive groups,3,40.28666184095767,47.54784166502395
Lebanon,Eastern Mediterranean,Urban,2019,24.36,Sensitive groups,3,33.92159886822575,35.877695795640854
Republic of Korea,Western Pacific,Urban,2019,24.38,Sensitive groups,3,36.373367227329716,127.83477114816299
Sudan,Eastern Mediterranean,Cities,2019,24.42,Sensitive groups,3,15.967966109559557,29.90746524572068
Bolivia (Plurinational State of),Americas,Towns,2019,24.55,Sensitive groups,3,-16.681984235150747,-64.69843861968252
Bolivia (Plurinational State of),Americas,Rural,2019,24.55,Sensitive groups,3,-16.681984235150747,-64.69843861968252
Lebanon,Eastern Mediterranean,Cities,2019,24.61,Sensitive groups,3,33.92159886822575,35.877695795640854
Eritrea,Africa,Cities,2019,24.63,Sensitive groups,3,15.361124461746678,38.85727395225949
Azerbaijan,Europe,Total,2019,24.64,Sensitive groups,3,40.28666184095767,47.54784166502395
Thailand,South-East Asia,Total,2019,24.64,Sensitive groups,3,15.082584951953617,101.00064849829911
Jordan,Eastern Mediterranean,Towns,2019,24.73,Sensitive groups,3,31.238702641837445,36.757683583901155
Sri Lanka,South-East Asia,Urban,2019,24.79,Sensitive groups,3,7.611038184516178,80.70163201858917
Tunisia,Eastern Mediterranean,Towns,2019,24.81,Sensitive groups,3,34.088955486452505,9.556128801622371
Lao People's Democratic Republic,Western Pacific,Cities,2019,24.87,Sensitive groups,3,18.4874182025194,103.77493440372464
Syrian Arab Republic,Eastern Mediterranean,Rural,2019,24.9,Sensitive groups,3,35.01677732587028,38.48446214064039
Republic of Korea,Western Pacific,Towns,2019,25.05,Unhealthy,4,36.373367227329716,127.83477114816299
Syrian Arab Republic,Eastern Mediterranean,Total,2019,25.14,Unhealthy,4,35.01677732587028,38.48446214064039
North Macedonia,Europe,Total,2019,25.17,Unhealthy,4,41.59519155835769,21.680595783449295
Bolivia (Plurinational State of),Americas,Total,2019,25.23,Unhealthy,4,-16.681984235150747,-64.69843861968252
Sri Lanka,South-East Asia,Cities,2019,25.26,Unhealthy,4,7.611038184516178,80.70163201858917
Syrian Arab Republic,Eastern Mediterranean,Urban,2019,25.31,Unhealthy,4,35.01677732587028,38.48446214064039
Malaysia,Western Pacific,Cities,2019,25.32,Unhealthy,4,3.811140433067237,109.69934297070633
Tunisia,Eastern Mediterranean,Rural,2019,25.35,Unhealthy,4,34.088955486452505,9.556128801622371
Philippines,Western Pacific,Cities,2019,25.39,Unhealthy,4,11.72934323099065,122.9192800779608
Equatorial Guinea,Africa,Rural,2019,25.44,Unhealthy,4,1.7054056331507816,10.341727795299567
Central African Republic,Africa,Rural,2019,25.46,Unhealthy,4,6.572299164266934,20.461832981489685
Thailand,South-East Asia,Urban,2019,25.48,Unhealthy,4,15.082584951953617,101.00064849829911
Equatorial Guinea,Africa,Total,2019,25.67,Unhealthy,4,1.7054056331507816,10.341727795299567
Jordan,Eastern Mediterranean,Urban,2019,25.76,Unhealthy,4,31.238702641837445,36.757683583901155
Jordan,Eastern Mediterranean,Total,2019,25.87,Unhealthy,4,31.238702641837445,36.757683583901155
Turkmenistan,Europe,Cities,2019,26.02,Unhealthy,4,39.12547070992735,59.44642235988091
Peru,Americas,Rural,2019,26.07,Unhealthy,4,-9.107149627259437,-74.42074158947497
Bhutan,South-East Asia,Total,2019,26.1,Unhealthy,4,27.412137795939046,90.40215959871236
Azerbaijan,Europe,Urban,2019,26.18,Unhealthy,4,40.28666184095767,47.54784166502395
Bosnia and Herzegovina,Europe,Total,2019,26.19,Unhealthy,4,44.171474332882234,17.77489156905741
Jordan,Eastern Mediterranean,Cities,2019,26.28,Unhealthy,4,31.238702641837445,36.757683583901155
Gabon,Africa,Total,2019,26.29,Unhealthy,4,-0.5864465779017811,11.7887417210203
Burundi,Africa,Rural,2019,26.31,Unhealthy,4,-3.3592151438157476,29.875228417077654
Thailand,South-East Asia,Cities,2019,26.34,Unhealthy,4,15.082584951953617,101.00064849829911
Turkmenistan,Europe,Rural,2019,26.4,Unhealthy,4,39.12547070992735,59.44642235988091
Turkmenistan,Europe,Total,2019,26.41,Unhealthy,4,39.12547070992735,59.44642235988091
Turkmenistan,Europe,Urban,2019,26.43,Unhealthy,4,39.12547070992735,59.44642235988091
Bhutan,South-East Asia,Rural,2019,26.44,Unhealthy,4,27.412137795939046,90.40215959871236
Jordan,Eastern Mediterranean,Rural,2019,26.47,Unhealthy,4,31.238702641837445,36.757683583901155
Equatorial Guinea,Africa,Towns,2019,26.47,Unhealthy,4,1.7054056331507816,10.341727795299567
Kazakhstan,Europe,Total,2019,26.5,Unhealthy,4,48.36167091449599,67.24550262218885
Tunisia,Eastern Mediterranean,Total,2019,26.52,Unhealthy,4,34.088955486452505,9.556128801622371
Syrian Arab Republic,Eastern Mediterranean,Cities,2019,26.57,Unhealthy,4,35.01677732587028,38.48446214064039
Central African Republic,Africa,Towns,2019,26.66,Unhealthy,4,6.572299164266934,20.461832981489685
Bolivia (Plurinational State of),Americas,Urban,2019,26.89,Unhealthy,4,-16.681984235150747,-64.69843861968252
Myanmar,South-East Asia,Rural,2019,26.89,Unhealthy,4,21.112906888883465,96.49475560405618
Equatorial Guinea,Africa,Urban,2019,27.06,Unhealthy,4,1.7054056331507816,10.341727795299567
Azerbaijan,Europe,Cities,2019,27.15,Unhealthy,4,40.28666184095767,47.54784166502395
Myanmar,South-East Asia,Total,2019,27.16,Unhealthy,4,21.112906888883465,96.49475560405618
Angola,Africa,Total,2019,27.16,Unhealthy,4,-12.270613926548416,17.5317833661526
Central African Republic,Africa,Total,2019,27.2,Unhealthy,4,6.572299164266934,20.461832981489685
Cabo Verde,Africa,Rural,2019,27.36,Unhealthy,4,15.95330551583823,-23.956544022658164
Tunisia,Eastern Mediterranean,Urban,2019,27.39,Unhealthy,4,34.088955486452505,9.556128801622371
Bolivia (Plurinational State of),Americas,Cities,2019,27.43,Unhealthy,4,-16.681984235150747,-64.69843861968252
Peru,Americas,Towns,2019,27.54,Unhealthy,4,-9.107149627259437,-74.42074158947497
Myanmar,South-East Asia,Towns,2019,27.58,Unhealthy,4,21.112906888883465,96.49475560405618
Myanmar,South-East Asia,Urban,2019,27.75,Unhealthy,4,21.112906888883465,96.49475560405618
Myanmar,South-East Asia,Cities,2019,27.85,Unhealthy,4,21.112906888883465,96.49475560405618
Burundi,Africa,Towns,2019,27.98,Unhealthy,4,-3.3592151438157476,29.875228417077654
Burundi,Africa,Total,2019,28,Unhealthy,4,-3.3592151438157476,29.875228417077654
Libya,Eastern Mediterranean,Towns,2019,28.11,Unhealthy,4,27.016716392720845,18.06679321821868
Turkmenistan,Europe,Towns,2019,28.13,Unhealthy,4,39.12547070992735,59.44642235988091
Libya,Eastern Mediterranean,Urban,2019,28.26,Unhealthy,4,27.016716392720845,18.06679321821868
Bosnia and Herzegovina,Europe,Towns,2019,28.31,Unhealthy,4,44.171474332882234,17.77489156905741
Burundi,Africa,Urban,2019,28.38,Unhealthy,4,-3.3592151438157476,29.875228417077654
Libya,Eastern Mediterranean,Cities,2019,28.4,Unhealthy,4,27.016716392720845,18.06679321821868
Armenia,Europe,Rural,2019,28.41,Unhealthy,4,40.28732777342889,44.938311801133466
Angola,Africa,Towns,2019,28.43,Unhealthy,4,-12.270613926548416,17.5317833661526
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,Rural,2019,28.5,Unhealthy,4,31.915220298420675,35.195479713946845
North Macedonia,Europe,Urban,2019,28.67,Unhealthy,4,41.59519155835769,21.680595783449295
Equatorial Guinea,Africa,Cities,2019,28.68,Unhealthy,4,1.7054056331507816,10.341727795299567
Tunisia,Eastern Mediterranean,Cities,2019,28.72,Unhealthy,4,34.088955486452505,9.556128801622371
"occupied Palestinian territory, including east Jerusalem",Eastern Mediterranean,Towns,2019,28.89,Unhealthy,4,31.915220298420675,35.195479713946845
Sao Tome and Principe,Africa,Towns,2019,29.01,Unhealthy,4,0.4438400918547908,6.724216359640079
Burundi,Africa,Cities,2019,29.04,Unhealthy,4,-3.3592151438157476,29.875228417077654
